skill_level,cooking_time,prep_time,serves,carbohydrate,kcal,protein,salt,saturatedfat,fat,sugar,ingredients
Easy,1500,1200,4,16,238,39,0.66,1,3,5,chicken breast bread mixed herb chopped tomato garlic clove balsamic vinegar tomato pur̩e green bean flat-leaf parsley
Easy,1500,600,2,10,294,33,0.3,10,14,9,egg white chicken breast desiccated coconut sunflower oil cucumber red onion caster sugar white wine vinegar
Easy,0,0,4,55,473,16,2.61,11,23,3,onion garlic clove butter olive oil caster sugar feta cheese rosemary pizza base
Easy,3000,300,2,37,576,24,1.3,15,39,36,chicken leg olive oil carrot beetroot shallot poppy seed paprika chicken stock clear honey lemon soured cream parsley
Easy,3600,1200,6,9,254,5,0.8,11,21,7,cauliflower olive oil banana shallots garlic cloves dried chilli flakes anchovies tomatoes vegetable stock double cream salted butter
Easy,0,300,4,25.5,175,0.4,,,0.1,25.3,Pimm's lemonade mint
Easy,1200,600,4,20,302,37,1.2,2,8,3,sunflower oil leek turkey mince thyme breadcrumb egg back bacon
Easy,900,600,0,33,135,2,,,,33,apple cider vinegar sparkling water pear apricots golden caster sugar honey rosemary lemon zest
Easy,5400,1800,6,39,533,35,3.33,9,27,38,green chilli coriander garlic clove ginger ground turmeric soy sauce fish sauce brown sugar clear honey chicken thigh pork rice caster sugar garlic clove vinegar lime fish sauce bird's-eye chilli coriander
Easy,900,1200,0,1,100,8,0.33,3,7,0,lamb ground coriander cumin seed red chilli parsley rosemary Worcestershire sauce egg feta cheese sunflower oil natural yogurt mint
Easy,600,1200,0,24,265,10,0.88,3,15,2,egg watercress mayonnaise roll
Easy,3600,1200,0,8,131,6,0.72,2,9,1,sunflower oil onion leek celery sausage sage breadcrumb egg streaky bacon sage
Easy,3600,900,0,17,320,24,1.2,5,17.3,14.8,butter onion carrot celery chicken thigh garlic clove smoked paprika ground cumin thyme chopped tomato chicken stock cube pepper chickpea
Easy,1200,600,4,34,227,8,0.16,5,8,2,potato pea cr̬me frąche parmesan
Easy,960,600,6,4,266,39,0.67,2,11,1,root ginger garlic clove sea bream yogurt olive oil turmeric chilli powder cumin seed
Easy,900,900,4,20,190,3,0.3,7,11,9,turnip butternut squash potato milk butter nutmeg
Easy,1800,1200,4,24,348,39,0.8,3,11,9,baby spinach ricotta lemon nutmeg chicken breast olive oil breadcrumb courgette pepper red onion cherry tomato garlic clove
Easy,0,600,2,33,327,13,0.88,5,17,7,couscous vegetable stock spring onion red pepper cucumber feta cheese pesto pine nut
Easy,600,600,6,8,105,5,0.27,1,6,1,oil onion garlic chickpea cumin coriander parsley egg
Easy,1800,0,10,44,548,6,0.8,23,40,27,caster sugar butter egg self-raising flour baking powder milk double cream butter honey dark chocolate chocolate
Easy,1320,1800,0,40,236,2,0.29,5,8,31,caster sugar butter self-raising flour egg vanilla extract banana icing sugar icing food colouring hundreds and thousands
Easy,300,300,2,52,704,21,2.5,26,44,5,gnocchi double cream courgette trout dill
Easy,2400,1200,4,77,648,13,0.8,3,30,42,butternut squash extra virgin olive oil sage leaf apple clear honey red wine vinegar crusty bread hazelnuts kale cranberry
More effort,1500,1500,0,19,140,2,0.06,2,7,18,egg white icing sugar food colouring ground almond mascarpone jam
Easy,7200,900,4,28,168,6,0.1,1,2,15,barley apples cinnamon nutmeg orange natural yogurt
Easy,900,900,0,37,206,3,0.29,3,6,17,carrot sweet potato garlic clove cumin butter
Easy,6000,3000,0,65,847,43,1.58,25,48,17,mozzarella lasagne parmesan olive oil onion garlic clove mixed herb bay leaf minced beef chopped tomato ketchup red wine butter flour milk nutmeg
Easy,2400,900,6,87,578,35,0.2,1,7,19,rapeseed oil celery stick carrot garlic cloves onion button mushroom red lentil passata vegetable bouillon oregano balsamic vinegar courgette
Easy,0,300,2,21,429,33,0.5,5,22,4,garlic clove olive oil lemon smoked paprika butter beans peppers cherry tomatoes rocket roast chicken feta
Easy,900,900,4,66,462,19,2.88,3,14,3,sunflower oil ginger garlic prawn spring onion egg rice dry sherry light soy sauce
More effort,1800,7200,0,80,636,10,0.6,13,30,38,unsalted butter dark muscovado sugar golden syrup plain flour bicarbonate of soda ground ginger flaked almonds egg white icing sugar chocolate sweet chocolate silver ball
Easy,900,300,4,30,596,40,4.8,15,35,7,Thai green curry paste peanut butter coriander ginger kaffir lime leaf coconut milk chicken stock soy sauce lime fish sauce pak choi king prawn rice noodle red chilli peanut
Easy,600,0,0,,269,9,0.92,4,9,3,couscous vegetable stock courgette olive oil feta cheese parsley lemon
More effort,1800,1800,0,6,545,4,0.49,21,35,54,unsalted butter brown sugar whipping cream vanilla extract egg yolk plain flour egg white
Easy,600,600,1,29,475,21,1.4,15,29,7,Greek yoghurt coriander lime butter red onion garlic clove red chilli curry powder egg tortilla
Easy,1500,900,6,4,140,3,0.3,2,11,3,Brussels sprouts olive oil garlic clove chilli flakes lemon
Easy,1200,900,0,72,743,8,1.47,30,49,17,self-raising flour baking powder butter golden caster sugar buttermilk egg blackberry golden caster sugar clotted cream icing sugar
Easy,0,1800,0,20,273,3,0.5,14,19,18,cashew nut desiccated coconut date coconut oil date coconut oil maple syrup water salt coconut oil cacao powder maple syrup salt
Easy,900,300,4,79,494,16,1.14,3,15,6,olive oil garlic clove tomato basil leaf spaghetti artichoke heart parmesan parsley
Easy,2100,900,4,61,459,41,0.42,1,7,11,basmati rice turmeric curry powder flaked almond natural yogurt chicken breast tomato red onion coriander
Easy,600,1200,6,12,91,3,,,3,11,shallot rapeseed oil white wine vinegar clear honey allspice mixed green vegetables
Easy,0,300,6,4,73,1,0.21,1,6,4,olive oil orange juice wholegrain mustard watercress beetroot
Easy,1500,1500,0,47,354,4,0.17,11,18,35,unsalted butter caster sugar egg plain flour baking powder milk dark chocolate cherry
More effort,900,1500,8,52,426,5,0.1,13,22,51,egg white lemon juice caster sugar flaked almond icing sugar cranberry pomegranate juice caster sugar ground cinnamon arrowroot icing sugar double cream Greek yogurt vanilla
Easy,0,600,4,56,336,11,,1,6,27,porridge oats ground cinnamon apple juice apple clementine flaked almond pomegranate seed
Easy,3000,900,12,4,214,17,1,3,14,3,sesame seed cumin seed coriander seed black pepper paprika lemon olive oil tahini paste chicken wing pomegranate seed coriander lemon
A challenge,6300,1800,0,47,695,53,3.6,14,33,4,onion butter sage mace chicken thigh ham pistachio cranberry dried apricot parsley nutmeg chicken breast salad white flour white flour butter lard egg gelatine leaf chicken stock
Easy,4200,1500,8,23,485,21,3.5,12,34,8,olive oil celery onion sausage Bramley apple breadcrumb sage parsley egg streaky bacon
Easy,300,1200,2,23,401,36,3.86,3,19,6,white wine vinegar bay leaf smoked haddock new potato tomato shallot olive oil Dijon mustard chive
Easy,1200,1800,0,19,167,3,0.18,5,9,11,butter egg banana vanilla extract brown sugar orange zest wholemeal flour salt baking powder oats desiccated coconut walnut sultana
Easy,2400,1200,4,29,277,16,0.72,6,12,28,olive oil fusilli leek canned sweetcorn frozen pea red pepper large egg semi-skimmed milk fresh thyme leaves extra mature vegetarian chedder parmesan
Easy,1200,600,2,69,785,42,0.5,9,36,6,trout olive oil chilli flakes parsley lemon buckwheat bay leaf red onion asparagus dill tarragon watercress cr̬me frąche honey pumpkin seeds
Easy,600,600,2,7,529,37,1.3,21,40,4,broccoli olive oil paneer garam masala garlic clove red chilli lemon naan bread
Easy,18000,3600,4,57,438,23,0.39,4,10,12,olive oil onion thyme sprigs carrot mince plain flour tomato pur̩e lentils Worcestershire sauce potato sweet potato cr̬me frąche
More effort,1500,900,6,42,442,7,0.4,14,27,38,gelatine leaves double cream milk golden caster sugar yogurt hunza apricots demerara sugar cinnamon stick vegetable oil popping corn butter
Easy,5400,1800,0,4,17,,,,,4,mango sunflower oil onion ginger cardamom pod cinnamon stick cumin seed coriander seed black onion ground turmeric Bramley apple red chilli white wine vinegar golden caster sugar salt
Easy,600,600,1,27,305,11,0.59,3,18,2,olive oil potato cherry tomato spring onion egg basil leaf
Easy,0,300,4,6,103,2,0.9,1,7,5,green cabbage white miso soy mirin lime sesame oil vegetable oil
Easy,0,600,8,16,161,,0.01,,,16,caster sugar lemon ros̩ wine schnapps peach lemon ice cube soda water
Easy,0,300,2,21,107,2,,,1,12,pink grapefruit grapefruit agave nectar pistachio
Easy,1200,600,2,39,327,15,1,3,11,8,wrap olive oil red pepper tomato tomato pur̩e dill parsley egg rocket red onion
Easy,300,300,1,3,360,20,0.72,8,30,3,tomato cheddar basil leaf spring onion olive oil egg
More effort,2400,1800,6,66,425,11,1.53,8,15,0,Bramley apple lemon caster sugar light muscovado sugar ground ginger plain flour baking powder sea salt unsalted butter Wensleydale cheese buttermilk mascarpone
Easy,300,1800,0,6,176,16,0.2,3,10,5,peanut butter natural yogurt sweet chilli sauce soy sauce spring onion chicken breast Baby Gem lettuce cucumber sesame seed
Easy,1200,600,2,61,620,33,1.7,3,26,8,olive oil shallot garlic clove red chilli crab cherry tomato sugar double cream linguine crabmeat parsley
Easy,900,1200,4,40,742,34,0.54,10,51,18,duck breast potato walnut beetroot watercress spring onion chicory orange walnut oil red wine vinegar marmalade
Easy,1500,1200,0,,,,,,,0,butter golden caster sugar egg self-raising flour baking powder orange marzipan almond glac̩ cherry icing sugar chocolate
Easy,900,900,4,15,412,33,1.7,16,24,11,vegetable oil onion ginger garlic clove shrimp paste red chilli lemongrass curry powder light muscovado sugar coriander coconut milk hake prawn lime rice
Easy,3300,600,6,60,367,6,0.53,8,13,35,redcurrant raspberry orange caster sugar butter self-raising flour sugar milk demerara sugar cr̬me frąche
Easy,2700,900,2,16,786,54,1,19,56,14,celeriac carrot shallot celery olive oil rib-eye steak chicory parsley cashew garlic clove extra-virgin olive oil lemon juice parmesan
Easy,900,600,6,40.5,225,6.3,0.1,2.4,4.1,2.3,potato semi-skimmed milk butter cr̬me frąche
Easy,0,600,0,29,182,6,0.31,3,5,22,strawberry caster sugar Greek yogurt amaretti biscuit
Easy,4800,1800,6,57.8,654,29.1,1.3,16.6,34.1,17.6,parmesan lasagne pine nut butter plain flour bay leaf milk nutmeg onion olive oil spinach ricotta
Easy,6000,900,6,10,507,39,2.3,7,30,8,chicken garlic clove white wine olive oil thyme leaves plum tomatoes tomato pur̩e herbes de Provence fennel seeds chicken stock celery stick silverskin onions artichoke green olives
Easy,1200,0,4,4,290,31,1.5,4,16,4,olives chopped tomatoes cod pancetta
Easy,0,1200,0,41,537,45,0.6,4,22,0,chicken breast lemon olive oil couscous chicken stock cherry tomato pine nut mint
Easy,600,1200,4,5,495,38,2.2,16,36,4,lemon olive oil garlic clove lamb tomato cucumber black olive feta cheese mint
Easy,2400,300,2,38,377,18,1.1,5,17,17,aubergine olive oil onion garlic clove thyme sprig chopped tomato cannellini bean parmesan
Easy,1200,600,4,65,536,49,1.06,2,11,8,harissa paste chicken breast vegetable oil onion pine nut apricot bulgur wheat chicken stock coriander
More effort,3000,900,6,1,420,62,0.61,8,19,1,sirloin brandy garlic clove chilli ginger soy sauce tomato ketchup
Easy,2400,1800,4,65,827,18,1.6,12,57,13,plum tomato sugar avocado sweetcorn plain flour baking powder egg milk butter spring onion red chilli lime feta cheese basil olive oil black olive rocket olive oil lime juice
Easy,720,300,4,1,146,5,3.8,5,13,0,olive feta olive oil garlic clove fennel seed chilli flakes
Easy,0,0,2,49,398,12,1.05,4,19,0,aubergine olive oil lemon couscous vegetable stock apricot tomato spring onion pine nut cinnamon yogurt lemon juice garlic clove ginger coriander
Easy,120,600,0,14,123,2,0.1,4,6,12,white chocolate strawberry biscuit freeze-dried strawberry
Easy,600,1200,4,30,368,12,0.9,3,19,6,cherry tomatoes onion lime olive oil garlic cloves ground cumin chipotle paste black beans coriander bread avocado
Easy,1800,600,6,53,255,5,0.52,2,4,34,gooseberry caster sugar root ginger elderflower cordial plain flour baking powder butter caster sugar buttermilk demerara sugar
More effort,600,900,0,1,146,18,1.33,2,8,1,rapeseed oil shallot garlic clove lemon greens anchovy scallop butter
Easy,1800,600,2,2,447,37,1.2,9,24,2,red wine chicken stock thyme sprig black peppercorn halibut streaky bacon rapeseed oil butter wild mushroom lemon spinach
More effort,3000,0,6,38,701,47,2.55,17,37,1,chicken breast plain flour olive oil onion smoked bacon garlic clove mushroom bay leaf redcurrant orange zest red wine chicken stock self-raising flour breadcrumb wholegrain mustard butter thyme parsley egg
Easy,900,600,3,16,363,41,1.2,4,10,4,veal sage prosciutto plain flour olive oil butter marsala lemon crusty bread
Easy,600,1200,0,165,619,,0.03,,,165,sugar lemon elderflower citric acid
More effort,5700,720,6,59,445,5,0.93,13,23,41,rhubarb golden caster sugar strawberry conserve self-raising flour golden caster sugar baking powder egg milk vanilla
Easy,120,120,1,16,179,8,0.3,6,9,16,matcha tea powder maple syrup milk
More effort,1500,1500,0,38,258,6,1.05,1,10,1,flour salt yeast extra-virgin olive oil basil black olive garlic clove anchovy green olive
Easy,0,0,6,,,,,,,0,icing sugar egg white cream tropical fruit
Easy,0,0,6,27,316,5,0.09,9,22,22,unsalted butter icing sugar plain flour ground almond egg white unwaxed lemon blueberry
Easy,1200,600,4,12,192,22,1.14,1,7,8,olive oil onion celery flat-leaf parsley paprika red pepper chopped tomato white fish mussel
Easy,2100,900,4,19,206,8,0.11,1,11,18,cauliflower olive oil red onion sherry vinegar honey raisin dill almond baby spinach
Easy,0,600,6,23,461,1,0.05,21,38,20,white wine caster sugar double cream blackberry
Easy,1200,600,8,58,330,8,0.22,1,9,4,basmati rice vegetable oil cumin seed clove onion green chilli bay leaf vegetable stock frozen pea
More effort,1200,900,8,,360,47,0.34,7,19,0,beef orange red chilli shallot olive oil red wine vinegar
Easy,2400,600,4,19,209,5,,2,11,10,butternut squash olive oil pistachio thyme sprig lemon
Easy,1800,300,2,56,671,36,0.5,5,31,4,baking potato fennel bulb salmon fillet tapenade lemon
Easy,600,600,4,4,221,29,0.67,2,10,3,fish Thai red curry paste avocado cucumber lettuce coriander lime honey rice
Easy,2400,1800,6,20,386,43,0.97,6,16,13,white bread onion butter garlic clove minced beef Madras curry paste mixed herb clove allspice mango chutney sultana bay leaf milk large egg
Easy,1500,900,0,19,189,6,0.79,4,11,1,self-raising flour plain flour baking powder bicarbonate of soda salt mustard cheese vegetable oil Greek yogurt milk egg Worcestershire sauce
Easy,1500,600,8,66,478,8,0.66,2,22,24,self-raising flour porridge oat muscovado sugar ground cinnamon bicarbonate of soda egg buttermilk vanilla sunflower oil prune pecan
Easy,0,600,6,6,75,2,0.63,1,5,5,celeriac carrot dill mayonnaise lemon
Easy,1500,900,0,64,805,8,1.07,35,59,46,butter baking powder cocoa powder self-raising flour golden caster sugar egg milk mascarpone golden caster sugar coffee dark chocolate
Easy,300,600,4,29,301,8,1.21,4,18,6,avocado sweetcorn onion coriander tortilla chip cheddar chopped tomato
Easy,3000,1200,8,64,475,6,0.55,14,24,42,butter caster sugar egg lemon self-raising flour plain flour vanilla extract lemon pomegranate caster sugar vanilla extract
Easy,600,600,4,83,479,7,0.82,7,15,63,medjool date dried apricot spice honey orange juice mixed nut madeira cake
Easy,1500,600,2,29,395,12,0.4,3,21,24,aubergine lemon garlic parsley extra virgin olive oil omega seed mix thyme leaves rapeseed oil red pepper onion courgettes tomato Kalamata olives
Easy,1200,1500,6,25,127,1,0.07,2,4,24,apple sultana muscovado sugar cinnamon butter demerara sugar
Easy,0,600,4,25,255,2,,,,25,nectarine strawberries ros̩ wine orange golden caster sugar orange liqueur sparkling water mint
More effort,9000,0,2,37,841,39,1.4,27,50,22,duck leg carrot onion plain flour bay leaf star anise clove orange port chicken stock milk double cream garlic clove rosemary butter celeriac potato parmesan vegetable
More effort,3600,2700,0,12,60,1,,,1,12,large egg caster sugar lemon food colouring orange food colouring pistachio food colouring blueberry food colouring lavender food colouring raspberries food colouring piping bags paintbrush piping nozzle
Easy,0,0,4,77,602,45,3.29,7,15,0,chicken breast seasoning onion butter rice dried apricot chicken stock cube chickpea flatleaf parsley
Easy,4500,1800,4,44,405,12,1,5,19,18,onion oil thyme bay leaf dry white wine plain flour vegetable garlic clove oil baguette parmesan gruy̬re
Easy,2700,900,3,53,429,30,2.1,3,10,14,stem ginger soy sauce lime duck leg sugar snap peas vermicelli rice noodle beansprout radish mint red chilli
